ModelArchive ID	Title	UniProtKB
ma-bak-cepc-0688	Predicted interaction between BRR6 and BRL1	P38770; P53062
ma-bak-cepc-0689	Predicted interaction between EMC4 and EMC2	P47133; P53073
ma-bak-cepc-0690	Predicted interaction between COG1 and COG3	P40094; P53079
ma-bak-cepc-0691	Predicted interaction between COG1 and COG2	P53079; P53271
ma-bak-cepc-0692	Predicted interaction between COG1 and COG5	P53079; P53951
ma-bak-cepc-0693	Predicted interaction between COG1 and COG8	P53079; Q04632
ma-bak-cepc-0694	Predicted interaction between YIP4 and TVP23	P38962; P53093
ma-bak-cepc-0695	Predicted interaction between YIP4 and YIP5	P53093; P53108
ma-bak-cepc-0696	Predicted interaction between YIP5 and YIP1	P53039; P53108
ma-bak-cepc-0697	Predicted interaction between PEX14 and PEX5	P35056; P53112
ma-bak-cepc-0698	Predicted interaction between PEX14 and PEX17	P40155; P53112
ma-bak-cepc-0699	Predicted interaction between SLD3 and SLD7	C7GX58; P53135
ma-bak-cepc-0700	Predicted interaction between USE1 and SEC20	P28791; P53146
ma-bak-cepc-0701	Predicted interaction between USE1 and SEC39	P53146; Q12745
ma-bak-cepc-0702	Predicted interaction between SGF73 and UBP8	P50102; P53165
ma-bak-cepc-0703	Predicted interaction between SGF73 and SPT20	P50875; P53165
ma-bak-cepc-0704	Predicted interaction between SGF73 and HFI1	P53165; Q12060
ma-bak-cepc-0705	Predicted interaction between HOP2 and MND1	P53102; P53187
ma-bak-cepc-0706	Predicted interaction between JAC1 and ISU1	P53193; Q03020
ma-bak-cepc-0707	Predicted interaction between CUL3 and HRT1	P53202; Q08273
ma-bak-cepc-0708	Predicted interaction between SNU71 and LUC7	P53207; Q07508
ma-bak-cepc-0709	Predicted interaction between POP6 and POP7	P38291; P53218
ma-bak-cepc-0710	Predicted interaction between TIM21 and TIM17	P39515; P53220
ma-bak-cepc-0711	Predicted interaction between COX18 and MSS2	P40990; P53239
ma-bak-cepc-0712	Predicted interaction between COX18 and COX20	P53239; Q04935
ma-bak-cepc-0713	Predicted interaction between PEX8 and PEX5	P35056; P53248
ma-bak-cepc-0714	Predicted interaction between RRP46 and RRP43	P25359; P53256
ma-bak-cepc-0715	Predicted interaction between RRP46 and CSL4	P53256; P53859
ma-bak-cepc-0716	Predicted interaction between RRP46 and RRP45	P53256; Q05636
ma-bak-cepc-0717	Predicted interaction between RRP46 and RRP40	P53256; Q08285
ma-bak-cepc-0718	Predicted interaction between GTF1 and PET112	P33893; P53260
ma-bak-cepc-0719	Predicted interaction between DAM1 and DAD1	P53267; Q12248
ma-bak-cepc-0720	Predicted interaction between COG2 and COG3	P40094; P53271
ma-bak-cepc-0721	Predicted interaction between UTP8 and UTP9	P38882; P53276
ma-bak-cepc-0722	Predicted interaction between SYF2 and SYF1	P53277; Q04048
ma-bak-cepc-0723	Predicted interaction between SYF2 and CLF1	P53277; Q12309
ma-bak-cepc-0724	Predicted interaction between GTR2 and GTR1	P53290; Q00582
ma-bak-cepc-0725	Predicted interaction between GTR2 and MEH1	P53290; Q02205
ma-bak-cepc-0726	Predicted interaction between OKP1 and AME1	P38313; P53298
ma-bak-cepc-0727	Predicted interaction between OKP1 and NKP1	P53298; Q12493
ma-bak-cepc-0728	Predicted interaction between TIM13 and TIM8	P53299; P57744
ma-bak-cepc-0729	Predicted interaction between GPI1 and ARV1	P53306; Q06541
ma-bak-cepc-0730	Predicted interaction between BUD32 and KAE1	P36132; P53323
ma-bak-cepc-0731	Predicted interaction between RTT102 and ARP9	P53330; Q05123
ma-bak-cepc-0732	Predicted interaction between PXR1 and PRP43	P53131; P53335
ma-bak-cepc-0733	Predicted interaction between OGG1 and RAD14	P28519; P53397
ma-bak-cepc-0734	Predicted interaction between RRN9 and RRN10	P38204; P53437
ma-bak-cepc-0735	Predicted interaction between SSU72 and PTA1	P53538; Q01329
ma-bak-cepc-0736	Predicted interaction between LSC1 and LSC2	P53312; P53598
ma-bak-cepc-0737	Predicted interaction between RET3 and SEC21	P32074; P53600
ma-bak-cepc-0738	Predicted interaction between YN87 and PBP1	P53297; P53719
ma-bak-cepc-0739	Predicted interaction between YN8B and YP063	P53723; Q12160
ma-bak-cepc-0740	Predicted interaction between ARC35 and ARC19	P33204; P53731
ma-bak-cepc-0741	Predicted interaction between RSM19 and MRP2	P10663; P53733
ma-bak-cepc-0742	Predicted interaction between RSM19 and SWS2	P53733; P53937
ma-bak-cepc-0743	Predicted interaction between TRM112 and TRM9	P49957; P53738
ma-bak-cepc-0744	Predicted interaction between TRM112 and TRM11	P53738; Q12463
ma-bak-cepc-0745	Predicted interaction between NOG2 and RPF2	P36160; P53742
ma-bak-cepc-0746	Predicted interaction between NOG2 and NOG1	P53742; Q02892
ma-bak-cepc-0747	Predicted interaction between POP3 and RPR2	P40571; P53833
ma-bak-cepc-0748	Predicted interaction between IST1 and VPS4	P52917; P53843
ma-bak-cepc-0749	Predicted interaction between IST1 and DID2	P53843; P69771
ma-bak-cepc-0750	Predicted interaction between YIF1 and YIP1	P53039; P53845
ma-bak-cepc-0751	Predicted interaction between VPS75 and RTT109	P53853; Q07794
ma-bak-cepc-0752	Predicted interaction between CSL4 and RRP43	P25359; P53859
ma-bak-cepc-0753	Predicted interaction between CSL4 and RRP40	P53859; Q08285
ma-bak-cepc-0754	Predicted interaction between CSL4 and RRP6	P53859; Q12149
ma-bak-cepc-0755	Predicted interaction between ELA1 and ELC1	P53861; Q03071
ma-bak-cepc-0756	Predicted interaction between MRPL19 and MRPL37	P36532; P53875
ma-bak-cepc-0757	Predicted interaction between MRPL22 and MRP20	P32387; P53881
ma-bak-cepc-0758	Predicted interaction between MRPL22 and MRPL3	P36516; P53881
ma-bak-cepc-0759	Predicted interaction between MRPL22 and YML6	P51998; P53881
ma-bak-cepc-0760	Predicted interaction between PGA1 and GPI18	P38211; P53896
ma-bak-cepc-0761	Predicted interaction between GIM3 and PFD1	P46988; P53900
ma-bak-cepc-0762	Predicted interaction between GIM3 and PAC10	P48363; P53900
ma-bak-cepc-0763	Predicted interaction between GIM3 and YKE2	P52553; P53900
ma-bak-cepc-0764	Predicted interaction between YAF9 and SWC4	P53201; P53930
ma-bak-cepc-0765	Predicted interaction between COG5 and COG7	P53195; P53951
ma-bak-cepc-0766	Predicted interaction between COG5 and COG6	P53951; P53959
ma-bak-cepc-0767	Predicted interaction between COG5 and COG8	P53951; Q04632
ma-bak-cepc-0768	Predicted interaction between COG6 and COG7	P53195; P53959
ma-bak-cepc-0769	Predicted interaction between RPL15B and RPL36B	O14455; P54780
ma-bak-cepc-0770	Predicted interaction between RPL15B and RPL35B	P0CX85; P54780
ma-bak-cepc-0771	Predicted interaction between RPL15B and PWP1	P21304; P54780
ma-bak-cepc-0772	Predicted interaction between RPL15B and RPL8B	P29453; P54780
ma-bak-cepc-0773	Predicted interaction between RPL15B and RPL13A	P54780; Q12690
ma-bak-cepc-0774	Predicted interaction between ORC3 and ORC2	P32833; P54790
ma-bak-cepc-0775	Predicted interaction between ORC3 and ORC5	P50874; P54790
ma-bak-cepc-0776	Predicted interaction between ORC3 and ORC4	P54790; P54791
ma-bak-cepc-0777	Predicted interaction between ORC4 and ORC5	P50874; P54791
ma-bak-cepc-0778	Predicted interaction between SMX3 and LSM3	P54999; P57743
ma-bak-cepc-0779	Predicted interaction between LSM3 and PAT1	P25644; P57743
ma-bak-cepc-0780	Predicted interaction between DAD4 and HSK3	P69851; P69852
ma-bak-cepc-0781	Predicted interaction between PEX13 and PEX7	P39108; P80667
ma-bak-cepc-0782	Predicted interaction between TIM10 and TIM9	O74700; P87108
ma-bak-cepc-0783	Predicted interaction between RPL34A and RPL27A	P0C2H6; P87262
ma-bak-cepc-0784	Predicted interaction between TMA20 and TMA22	P47089; P89886
ma-bak-cepc-0785	Predicted interaction between SSL2 and TFA2	P36145; Q00578
ma-bak-cepc-0786	Predicted interaction between PRP38 and SPP381	P38282; Q00723
ma-bak-cepc-0787	Predicted interaction between PRP38 and SNU23	Q00723; Q12368
ma-bak-cepc-0788	Predicted interaction between SNP1 and STO1	P34160; Q00916
ma-bak-cepc-0789	Predicted interaction between RSM23 and SWS2	P53937; Q01163
ma-bak-cepc-0790	Predicted interaction between SED5 and SLY1	P22213; Q01590
ma-bak-cepc-0791	Predicted interaction between SED5 and BET1	P22804; Q01590
ma-bak-cepc-0792	Predicted interaction between SED5 and SFT2	P38166; Q01590
ma-bak-cepc-0793	Predicted interaction between MAP1 and YN8H	P53729; Q01662
ma-bak-cepc-0794	Predicted interaction between TIM44 and TIM17	P39515; Q01852
ma-bak-cepc-0795	Predicted interaction between TIM44 and TIM50	Q01852; Q02776
ma-bak-cepc-0796	Predicted interaction between UBC7 and CUE1	P38428; Q02159
ma-bak-cepc-0797	Predicted interaction between NUP49 and NSP1	P14907; Q02199
ma-bak-cepc-0798	Predicted interaction between NUP49 and NUP57	P48837; Q02199
ma-bak-cepc-0799	Predicted interaction between MRPL13 and MRPL3	P36516; Q02204
ma-bak-cepc-0800	Predicted interaction between MRPL13 and MRPL51	Q02204; Q06090
ma-bak-cepc-0801	Predicted interaction between RSC4 and RSC58	Q02206; Q07979
ma-bak-cepc-0802	Predicted interaction between SMD1 and SMB1	P40018; Q02260
ma-bak-cepc-0803	Predicted interaction between SMD1 and SMD2	Q02260; Q06217
ma-bak-cepc-0804	Predicted interaction between UTP6 and UTP7	P40055; Q02354
ma-bak-cepc-0805	Predicted interaction between UTP6 and UTP18	P40362; Q02354
ma-bak-cepc-0806	Predicted interaction between CUS1 and PRP9	P19736; Q02554
ma-bak-cepc-0807	Predicted interaction between CUS1 and PRP11	Q02554; Q07350
ma-bak-cepc-0808	Predicted interaction between CUS1 and HSH49	Q02554; Q99181
ma-bak-cepc-0809	Predicted interaction between MEC3 and RAD17	P48581; Q02574
ma-bak-cepc-0810	Predicted interaction between MRPS16 and MRPS35	P53292; Q02608
ma-bak-cepc-0811	Predicted interaction between EGD1 and RPS26B	P39939; Q02642
ma-bak-cepc-0812	Predicted interaction between RMI1 and TOP3	P13099; Q02685
ma-bak-cepc-0813	Predicted interaction between RPL21A and RPL7A	P05737; Q02753
ma-bak-cepc-0814	Predicted interaction between RPL21A and RPL5	P26321; Q02753
ma-bak-cepc-0815	Predicted interaction between VPS28 and STP22	P25604; Q02767
ma-bak-cepc-0816	Predicted interaction between VPS28 and VPS36	Q02767; Q06696
ma-bak-cepc-0817	Predicted interaction between TIM50 and TIM23	P32897; Q02776
ma-bak-cepc-0818	Predicted interaction between TIM50 and PAM17	P36147; Q02776
ma-bak-cepc-0819	Predicted interaction between TIM50 and TIM17	P39515; Q02776
ma-bak-cepc-0820	Predicted interaction between TIM50 and TOM22	P49334; Q02776
ma-bak-cepc-0821	Predicted interaction between SKI8 and SPO11	P23179; Q02793
ma-bak-cepc-0822	Predicted interaction between SWP1 and WBP1	P33767; Q02795
ma-bak-cepc-0823	Predicted interaction between SWP1 and STT3	P39007; Q02795
ma-bak-cepc-0824	Predicted interaction between SRP1 and NUP2	P32499; Q02821
ma-bak-cepc-0825	Predicted interaction between SEN54 and SEN34	P39707; Q02825
ma-bak-cepc-0826	Predicted interaction between NOG1 and RPL3	P14126; Q02892
ma-bak-cepc-0827	Predicted interaction between TFB2 and TFB1	P32776; Q02939
ma-bak-cepc-0828	Predicted interaction between VPS30 and ATG14	P38270; Q02948
ma-bak-cepc-0829	Predicted interaction between MRP51 and MRP4	P32902; Q02950
ma-bak-cepc-0830	Predicted interaction between MRP51 and RSM18	P40033; Q02950
ma-bak-cepc-0831	Predicted interaction between PEX25 and PEX11	Q02969; Q12462
ma-bak-cepc-0832	Predicted interaction between SPP1 and SWD3	P38123; Q03012
ma-bak-cepc-0833	Predicted interaction between ISU1 and NFS1	P25374; Q03020
ma-bak-cepc-0834	Predicted interaction between COF1 and AIP1	P46680; Q03048
ma-bak-cepc-0835	Predicted interaction between DIG1 and DIG2	Q03063; Q03373
ma-bak-cepc-0836	Predicted interaction between SGF11 and UBP8	P50102; Q03067
ma-bak-cepc-0837	Predicted interaction between SGF11 and HFI1	Q03067; Q12060
ma-bak-cepc-0838	Predicted interaction between SGF11 and SUS1	Q03067; Q6WNK7
ma-bak-cepc-0839	Predicted interaction between MET31 and MET4	P32389; Q03081
ma-bak-cepc-0840	Predicted interaction between ERO1 and MPD2	Q03103; Q99316
ma-bak-cepc-0841	Predicted interaction between SNO1 and TAE1	P38340; Q03144
ma-bak-cepc-0842	Predicted interaction between RSM10 and MRP2	P10663; Q03201
ma-bak-cepc-0843	Predicted interaction between RSM10 and RSM24	Q03201; Q03976
ma-bak-cepc-0844	Predicted interaction between YML9 and YL032	Q03208; Q07834
ma-bak-cepc-0845	Predicted interaction between MRPS17 and MRPS28	P21771; Q03246
ma-bak-cepc-0846	Predicted interaction between HEH2 and YJE9	P47048; Q03281
ma-bak-cepc-0847	Predicted interaction between TFB3 and RAD3	P06839; Q03290
ma-bak-cepc-0848	Predicted interaction between TFB3 and CCL1	P37366; Q03290
ma-bak-cepc-0849	Predicted interaction between SDC1 and BRE2	P43132; Q03323
ma-bak-cepc-0850	Predicted interaction between GCN5 and ADA2	Q02336; Q03330
ma-bak-cepc-0851	Predicted interaction between TRS31 and BET3	P36149; Q03337
ma-bak-cepc-0852	Predicted interaction between TRS31 and TRS20	P38334; Q03337
ma-bak-cepc-0853	Predicted interaction between TRS31 and TRS23	Q03337; Q03784
ma-bak-cepc-0854	Predicted interaction between PEX29 and PEX30	Q03370; Q06169
ma-bak-cepc-0855	Predicted interaction between CWC21 and TAD1	P53065; Q03375
ma-bak-cepc-0856	Predicted interaction between SLD5 and CTF4	Q01454; Q03406
ma-bak-cepc-0857	Predicted interaction between NHP10 and IES5	P40060; Q03435
ma-bak-cepc-0858	Predicted interaction between NHP10 and IES3	Q03435; Q12345
ma-bak-cepc-0859	Predicted interaction between NHP10 and RVB2	Q03435; Q12464
ma-bak-cepc-0860	Predicted interaction between MAK3 and MAK10	Q02197; Q03503
ma-bak-cepc-0861	Predicted interaction between HER2 and PET112	P33893; Q03557
ma-bak-cepc-0862	Predicted interaction between HER2 and GTF1	P53260; Q03557
ma-bak-cepc-0863	Predicted interaction between LIP1 and LAC1	P28496; Q03579
ma-bak-cepc-0864	Predicted interaction between BET5 and TRS23	Q03630; Q03784
ma-bak-cepc-0865	Predicted interaction between BET5 and TRS33	Q03630; Q99394
ma-bak-cepc-0866	Predicted interaction between CGI121 and BUD32	P53323; Q03705
ma-bak-cepc-0867	Predicted interaction between NSE5 and KRE29	P40026; Q03718
ma-bak-cepc-0868	Predicted interaction between OST6 and STT3	P39007; Q03723
ma-bak-cepc-0869	Predicted interaction between TAF12 and TAF6	P53040; Q03761
ma-bak-cepc-0870	Predicted interaction between TAF12 and TAF9	Q03761; Q05027
ma-bak-cepc-0871	Predicted interaction between TAF12 and TAF10	Q03761; Q12030
ma-bak-cepc-0872	Predicted interaction between TAF12 and HFI1	Q03761; Q12060
ma-bak-cepc-0873	Predicted interaction between ATG16 and ATG5	A6ZWA5; Q03818
ma-bak-cepc-0874	Predicted interaction between CTK1 and CTK2	P46962; Q03957
ma-bak-cepc-0875	Predicted interaction between RSM24 and RSM27	P53305; Q03976
ma-bak-cepc-0876	Predicted interaction between SNX41 and SNX4	P47057; Q04053
ma-bak-cepc-0877	Predicted interaction between RPN9 and RPN5	Q04062; Q12250
ma-bak-cepc-0878	Predicted interaction between GPI17 and GPI16	P38875; Q04080
ma-bak-cepc-0879	Predicted interaction between GPI19 and SPT14	P32363; Q04082
ma-bak-cepc-0880	Predicted interaction between UTP5 and UTP15	Q04177; Q04305
ma-bak-cepc-0881	Predicted interaction between TAF11 and TAF13	P11747; Q04226
ma-bak-cepc-0882	Predicted interaction between RAD33 and RAD14	P28519; Q04231
ma-bak-cepc-0883	Predicted interaction between RAD33 and RAD34	Q04231; Q06665
ma-bak-cepc-0884	Predicted interaction between UTP15 and NOC4	Q04305; Q06512
ma-bak-cepc-0885	Predicted interaction between VTI1 and PEP12	P32854; Q04338
ma-bak-cepc-0886	Predicted interaction between VTI1 and VAM7	P32912; Q04338
ma-bak-cepc-0887	Predicted interaction between VTI1 and TLG1	Q03322; Q04338
ma-bak-cepc-0888	Predicted interaction between PEX12 and PEX2	P32800; Q04370
ma-bak-cepc-0889	Predicted interaction between PEX12 and PEX10	Q04370; Q05568
ma-bak-cepc-0890	Predicted interaction between GRH1 and SEC23	P15303; Q04410
ma-bak-cepc-0891	Predicted interaction between GRH1 and BUG1	Q04410; Q12191
ma-bak-cepc-0892	Predicted interaction between SPC24 and NDC80	P40460; Q04477
ma-bak-cepc-0893	Predicted interaction between GIM5 and PFD1	P46988; Q04493
ma-bak-cepc-0894	Predicted interaction between GIM5 and PAC10	P48363; Q04493
ma-bak-cepc-0895	Predicted interaction between GIM5 and YKE2	P52553; Q04493
ma-bak-cepc-0896	Predicted interaction between GIM5 and GIM3	P53900; Q04493
ma-bak-cepc-0897	Predicted interaction between MRPL1 and MRP49	P32388; Q04599
ma-bak-cepc-0898	Predicted interaction between DPB4 and DLS1	P40366; Q04603
ma-bak-cepc-0899	Predicted interaction between SSL1 and TFB1	P32776; Q04673
ma-bak-cepc-0900	Predicted interaction between SEN15 and SEN34	P39707; Q04675
ma-bak-cepc-0901	Predicted interaction between RRN11 and RRN7	P40992; Q04712
ma-bak-cepc-0902	Predicted interaction between GFD1 and DBP5	P20449; Q04839
ma-bak-cepc-0903	Predicted interaction between ELP6 and IKI1	P38874; Q04868
ma-bak-cepc-0904	Predicted interaction between ELP6 and ELP4	Q02884; Q04868
ma-bak-cepc-0905	Predicted interaction between SPC2 and SEC11	E7QG89; Q04969
ma-bak-cepc-0906	Predicted interaction between SPC2 and SPC1	P46965; Q04969
ma-bak-cepc-0907	Predicted interaction between TAF7 and NAM9	P27929; Q05021
ma-bak-cepc-0908	Predicted interaction between TAF9 and TAF13	P11747; Q05027
ma-bak-cepc-0909	Predicted interaction between TAF9 and TAF5	P38129; Q05027
ma-bak-cepc-0910	Predicted interaction between TAF9 and TAF6	P53040; Q05027
ma-bak-cepc-0911	Predicted interaction between ARP9 and ARP7	Q05123; Q12406
ma-bak-cepc-0912	Predicted interaction between FCF1 and SOF1	P33750; Q05498
ma-bak-cepc-0913	Predicted interaction between NSE3 and NSE4	P43124; Q05541
ma-bak-cepc-0914	Predicted interaction between HCR1 and RLI1	Q03195; Q05775
ma-bak-cepc-0915	Predicted interaction between UPS1 and MDM35	O60200; Q05776
ma-bak-cepc-0916	Predicted interaction between PBA1 and ADD66	P36040; Q05778
ma-bak-cepc-0917	Predicted interaction between VPS38 and VPS30	Q02948; Q05919
ma-bak-cepc-0918	Predicted interaction between DUS4 and YP108	Q02872; Q06063
ma-bak-cepc-0919	Predicted interaction between MRPL51 and MRPL3	P36516; Q06090
ma-bak-cepc-0920	Predicted interaction between SNT309 and CEF1	Q03654; Q06091
ma-bak-cepc-0921	Predicted interaction between COG4 and COG2	P53271; Q06096
ma-bak-cepc-0922	Predicted interaction between RPN7 and RPN3	P40016; Q06103
ma-bak-cepc-0923	Predicted interaction between RPN7 and RPN8	Q06103; Q08723
ma-bak-cepc-0924	Predicted interaction between MRD1 and RRP36	Q06106; Q12481
ma-bak-cepc-0925	Predicted interaction between YL271 and PRP43	P53131; Q06152
ma-bak-cepc-0926	Predicted interaction between EST2 and EST3	Q03096; Q06163
ma-bak-cepc-0927	Predicted interaction between GMC2 and ECM11	Q04110; Q06201
ma-bak-cepc-0928	Predicted interaction between NUT2 and ROX3	P25046; Q06213
ma-bak-cepc-0929	Predicted interaction between NUT2 and SRB7	P47822; Q06213
ma-bak-cepc-0930	Predicted interaction between SMD2 and SMX3	P54999; Q06217
ma-bak-cepc-0931	Predicted interaction between YSH1 and MPE1	P35728; Q06224
ma-bak-cepc-0932	Predicted interaction between YSH1 and PFS2	P42841; Q06224
ma-bak-cepc-0933	Predicted interaction between VTA1 and VPS4	P52917; Q06263
ma-bak-cepc-0934	Predicted interaction between EMG1 and NOP14	Q06287; Q99207
ma-bak-cepc-0935	Predicted interaction between TFC6 and TFC8	Q06339; Q12308
ma-bak-cepc-0936	Predicted interaction between ESF1 and RPS11B	P0CX48; Q06344
ma-bak-cepc-0937	Predicted interaction between ESF1 and ESF2	P53743; Q06344
ma-bak-cepc-0938	Predicted interaction between LSM6 and LSM3	P57743; Q06406
ma-bak-cepc-0939	Predicted interaction between ATG17 and ATG12	P38316; Q06410
ma-bak-cepc-0940	Predicted interaction between ATG17 and ATG31	Q06410; Q12421
ma-bak-cepc-0941	Predicted interaction between SPP382 and NTR2	P36118; Q06411
ma-bak-cepc-0942	Predicted interaction between SPP382 and CWC23	P52868; Q06411
ma-bak-cepc-0943	Predicted interaction between RRP15 and MAK11	P20484; Q06511
ma-bak-cepc-0944	Predicted interaction between URN1 and AIM4	D3UET8; Q06525
ma-bak-cepc-0945	Predicted interaction between ERF2 and SHR5	P41912; Q06551
ma-bak-cepc-0946	Predicted interaction between AOS1 and UBA2	P52488; Q06624
ma-bak-cepc-0947	Predicted interaction between MHR1 and MRP20	P32387; Q06630
ma-bak-cepc-0948	Predicted interaction between MHR1 and MRPL16	P38064; Q06630
ma-bak-cepc-0949	Predicted interaction between MCM21 and CTF19	Q02732; Q06675
ma-bak-cepc-0950	Predicted interaction between UBX5 and UFD1	P53044; Q06682
ma-bak-cepc-0951	Predicted interaction between MRL1 and NHX1	Q04121; Q06815
ma-bak-cepc-0952	Predicted interaction between DIB1 and PRP6	P19735; Q06819
ma-bak-cepc-0953	Predicted interaction between DIB1 and PRP31	P49704; Q06819
ma-bak-cepc-0954	Predicted interaction between ASR1 and UBC4	P15731; Q06834
ma-bak-cepc-0955	Predicted interaction between RDS3 and HSH155	P49955; Q06835
ma-bak-cepc-0956	Predicted interaction between PRP11 and HSH49	Q07350; Q99181
ma-bak-cepc-0957	Predicted interaction between PBP4 and PBP1	P53297; Q07362
ma-bak-cepc-0958	Predicted interaction between PEX19 and PEX3	P28795; Q07418
ma-bak-cepc-0959	Predicted interaction between YPD1 and SSK1	Q07084; Q07688
ma-bak-cepc-0960	Predicted interaction between NSE1 and NSE4	P43124; Q07913
ma-bak-cepc-0961	Predicted interaction between NSE1 and NSE3	Q05541; Q07913
ma-bak-cepc-0962	Predicted interaction between PAM18 and PAM16	P42949; Q07914
ma-bak-cepc-0963	Predicted interaction between RLP24 and NOG1	Q02892; Q07915
ma-bak-cepc-0964	Predicted interaction between IRC25 and POC4	Q07951; Q12245
ma-bak-cepc-0965	Predicted interaction between CDC45 and MCM10	P32354; Q08032
ma-bak-cepc-0966	Predicted interaction between CDC45 and PSF2	P40359; Q08032
ma-bak-cepc-0967	Predicted interaction between CDC45 and SLD5	Q03406; Q08032
ma-bak-cepc-0968	Predicted interaction between LCL2 and SCJ1	P25303; Q08045
ma-bak-cepc-0969	Predicted interaction between RCL1 and NOP14	Q08096; Q99207
ma-bak-cepc-0970	Predicted interaction between TLG2 and VTI1	Q04338; Q08144
ma-bak-cepc-0971	Predicted interaction between DIS3 and SKI6	P46948; Q08162
ma-bak-cepc-0972	Predicted interaction between DIS3 and RRP42	Q08162; Q12277
ma-bak-cepc-0973	Predicted interaction between SIL1 and KEX2	P13134; Q08199
ma-bak-cepc-0974	Predicted interaction between NOP12 and PWP1	P21304; Q08208
ma-bak-cepc-0975	Predicted interaction between HRT1 and RTT101	P47050; Q08273
ma-bak-cepc-0976	Predicted interaction between MED7 and SOH1	P38633; Q08278
ma-bak-cepc-0977	Predicted interaction between MED7 and SRB7	P47822; Q08278
ma-bak-cepc-0978	Predicted interaction between MED7 and NUT2	Q06213; Q08278
ma-bak-cepc-0979	Predicted interaction between MED7 and MED4	Q08278; Q12343
ma-bak-cepc-0980	Predicted interaction between RRP40 and RRP45	Q05636; Q08285
ma-bak-cepc-0981	Predicted interaction between ETT1 and TPA1	P40032; Q08421
ma-bak-cepc-0982	Predicted interaction between ESA1 and EPL1	P43572; Q08649
ma-bak-cepc-0983	Predicted interaction between APC5 and FOB1	O13329; Q08683
ma-bak-cepc-0984	Predicted interaction between NAT5 and NAT1	P12945; Q08689
ma-bak-cepc-0985	Predicted interaction between RPN8 and RPN3	P40016; Q08723
ma-bak-cepc-0986	Predicted interaction between RPN8 and RPN9	Q04062; Q08723
ma-bak-cepc-0987	Predicted interaction between RPN8 and RPN5	Q08723; Q12250
ma-bak-cepc-0988	Predicted interaction between RRS1 and RPF2	P36160; Q08746
ma-bak-cepc-0989	Predicted interaction between UAF30 and TOP1	P04786; Q08747
ma-bak-cepc-0990	Predicted interaction between TIM18 and TIM22	Q08749; Q12328
ma-bak-cepc-0991	Predicted interaction between CBC2 and STO1	P34160; Q08920
ma-bak-cepc-0992	Predicted interaction between CTI6 and DEP1	P31385; Q08923
ma-bak-cepc-0993	Predicted interaction between DDC1 and RAD17	P48581; Q08949
ma-bak-cepc-0994	Predicted interaction between DDC1 and MEC3	Q02574; Q08949
ma-bak-cepc-0995	Predicted interaction between NIP7 and NOP2	P40991; Q08962
ma-bak-cepc-0996	Predicted interaction between LEA1 and ISY1	P21374; Q08963
ma-bak-cepc-0997	Predicted interaction between TMA46 and RBG1	P39729; Q12000
ma-bak-cepc-0998	Predicted interaction between TFB4 and TFB1	P32776; Q12004
ma-bak-cepc-0999	Predicted interaction between TFB4 and TFB2	Q02939; Q12004
ma-bak-cepc-1000	Predicted interaction between TFB4 and SSL1	Q04673; Q12004
ma-bak-cepc-1001	Predicted interaction between TRM8 and TRM82	B5VG60; Q12009
ma-bak-cepc-1002	Predicted interaction between DSC3 and TUL1	P36096; Q12015
ma-bak-cepc-1003	Predicted interaction between VPS68 and VPS55	P47111; Q12016
ma-bak-cepc-1004	Predicted interaction between YTM1 and ERB1	A6ZMA9; Q12024
ma-bak-cepc-1005	Predicted interaction between YTM1 and NOP7	P53261; Q12024
ma-bak-cepc-1006	Predicted interaction between TAF10 and TAF5	P38129; Q12030
ma-bak-cepc-1007	Predicted interaction between FCF2 and NOP1	P15646; Q12035
ma-bak-cepc-1008	Predicted interaction between FCF2 and UTP6	Q02354; Q12035
ma-bak-cepc-1009	Predicted interaction between THP3 and THP1	Q08231; Q12049
ma-bak-cepc-1010	Predicted interaction between TGS1 and SWM2	P40342; Q12052
ma-bak-cepc-1011	Predicted interaction between HFI1 and ADA2	Q02336; Q12060
ma-bak-cepc-1012	Predicted interaction between NOP53 and RPL25	P04456; Q12080
ma-bak-cepc-1013	Predicted interaction between NOP53 and NOP7	P53261; Q12080
ma-bak-cepc-1014	Predicted interaction between SLX4 and SLX1	A6ZLG6; Q12098
ma-bak-cepc-1015	Predicted interaction between MED2 and PGD1	P40356; Q12124
ma-bak-cepc-1016	Predicted interaction between GET4 and MDY2	Q12125; Q12285
ma-bak-cepc-1017	Predicted interaction between BAG7 and RHO1	P06780; Q12128
ma-bak-cepc-1018	Predicted interaction between SPC3 and SPC1	P46965; Q12133
ma-bak-cepc-1019	Predicted interaction between SAS10 and MPP10	P47083; Q12136
ma-bak-cepc-1020	Predicted interaction between SAS10 and NOC4	Q06512; Q12136
ma-bak-cepc-1021	Predicted interaction between NSL1 and NNF1	P47149; Q12143
ma-bak-cepc-1022	Predicted interaction between PSF3 and PSF2	P40359; Q12146
ma-bak-cepc-1023	Predicted interaction between PSF3 and SLD5	Q03406; Q12146
ma-bak-cepc-1024	Predicted interaction between SSF2 and RRP15	Q06511; Q12153
ma-bak-cepc-1025	Predicted interaction between YRA1 and SUB2	Q07478; Q12159
ma-bak-cepc-1026	Predicted interaction between ATP16 and ATP15	P21306; Q12165
ma-bak-cepc-1027	Predicted interaction between ATP16 and ATP3	P38077; Q12165
ma-bak-cepc-1028	Predicted interaction between MSL5 and MUD2	P36084; Q12186
